molecule_chembl_id,canonical_smiles,standard_value
CHEMBL3699978,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(Cc3cccc(F)c3)cc21,17.0
CHEMBL3600726,CC(C)c1ccc2c(c1)N(C(=O)CN1CCN[C@H](C)C1)CC2,63000.0
CHEMBL3700005,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(-c3ccsc3)cc21,86.0
CHEMBL3699944,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cc(F)c(S(=O)(=O)C4CC4)cc32)CCN1,2000.0
CHEMBL3699055,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)NCCCCCCNC(=O)N2CC[C@H]3CC[C@@H](C(=O)N[C@H]4CCCC[C@@H]4c4ccccc4)N3C(=O)[C@@H](NC(=O)[C@H](C)NC)C2)CC[C@H]2CCC(C(=O)N[C@H]3CCCC[C@@H]3c3ccccc3)N2C1=O,3000.0
CHEMBL3699052,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)Nc2ccc(NC(=O)N3CC[C@H]4CC[C@@H](C(=O)N[C@H]5C[C@@H]5c5ccc(C(F)(F)F)cc5F)N4C(=O)[C@@H](NC(=O)[C@H](C)NC)C3)cc2)CC[C@H]2CC[C@@H](C(=O)N[C@H]3C[C@@H]3c3ccc(C(F)(F)F)cc3F)N2C1=O,3000.0
CHEMBL3600730,C[C@@H]1CN(CC(=O)N2CCc3ccc(C(F)(F)F)cc32)CCN1,36000.0
CHEMBL3696489,CC(C)[C@H]1CN[C@H](C)CN1CC(=O)N1CCc2ccc(Br)cc21,1500.0
CHEMBL3699031,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)Nc2ccc(-c3ccc(NC(=O)N4CC[C@H]5CC[C@@H](C(=O)NC(c6ccccc6)c6ccccc6)N5C(=O)[C@@H](NC(=O)[C@H](C)NC)C4)c(C)c3)cc2C)CC[C@H]2CCC(C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,300.0
CHEMBL3700051,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Oc4ccccc4Cl)cc32)[C@@H](Cn2cc(F)cn2)CN1,18.0
CHEMBL3699060,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)NCCCCCCNC(=O)N2CC[C@H]3CC[C@@H](C(=O)N[C@H]4CCC[C@H]4c4ccccc4)N3C(=O)[C@@H](NC(=O)[C@H](C)NC)C2)CC[C@H]2CCC(C(=O)N[C@H]3CCC[C@H]3c3ccccc3)N2C1=O,3000.0
CHEMBL3700008,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C(=O)OC)c2ccc(Br)cc21,480.0
CHEMBL3699965,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(Oc3ccccc3C)cc21,110.0
CHEMBL3700011,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(C(OC)c3ccccc3)cc21,45.0
CHEMBL3699950,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cc(OC)ncc21,1300.0
CHEMBL3699945,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cc(F)c(S(=O)(=O)c3ccccc3)cc21,45.0
CHEMBL3699020,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)Nc2ccc(NC(=O)N3CC[C@H]4CC[C@@H](C(=O)N[C@@H]5CCCc6ccccc65)N4C(=O)[C@@H](NC(=O)[C@H](C)NC)C3)cc2)CC[C@H]2CCC(C(=O)N[C@@H]3CCCc4ccccc43)N2C1=O,100.0
CHEMBL3699027,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)Nc2ccc(Cc3ccc(NC(=O)N4CC[C@H]5CC[C@@H](C(=O)N[C@@H]6CCCc7ccccc76)N5C(=O)[C@@H](NC(=O)[C@H](C)NC)C4)cc3)cc2)CC[C@H]2CCC(C(=O)N[C@@H]3CCCc4ccccc43)N2C1=O,100.0
CHEMBL3600724,COc1ccc2c(c1)N(C(=O)CN1CCN[C@H](C)C1)CC2,78000.0
CHEMBL3700059,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(C(C)(F)F)cc32)[C@@H](CN2CCCC2=O)CN1,40.0
CHEMBL3699035,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)Nc2ccc(Sc3ccc(NC(=O)N4CC[C@H]5CC[C@@H](C(=O)NC(c6ccccc6)c6ccccc6)N5C(=O)[C@@H](NC(=O)[C@H](C)NC)C4)cc3)cc2)CC[C@H]2CCC(C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,100.0
CHEMBL3700006,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(COC)c2ccc(Br)cc21,350.0
CHEMBL3699995,CC1(C)CN(C(=O)CN2CCN[C@H](CF)C2)c2cc(Cc3ccccc3)ncc21,670.0
CHEMBL3700055,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(C(C)(F)F)cc32)[C@@H](CN2CCCC2=O)CN1,31.0
CHEMBL3699038,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)Oc2ccc(C(C)(C)c3ccc(OC(=O)N4CC[C@H]5CC[C@@H](C(=O)NC(c6ccccc6)c6ccccc6)N5C(=O)[C@@H](NC(=O)[C@H](C)NC)C4)cc3)cc2)CC[C@H]2CCC(C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,300.0
CHEMBL3699991,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(Oc3ccccc3Cl)cc21,35.0
CHEMBL3700017,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ccc(Cl)cc32)[C@@H](Cn2cccn2)CN1,330.0
CHEMBL3696498,CNS(=O)(=O)c1ccc2c(c1)N(C(=O)CN1CCN[C@H](C)C1)CC2,59000.0
CHEMBL3699974,C=C(c1ccccc1)c1cc2c(cn1)C(C)(C)CN2C(=O)CN1C[C@@H](C)NC[C@@H]1COC,59.0
CHEMBL3696506,C[C@@H]1CN(CC(=O)N2CCc3cnc(-c4cc(Cl)ccc4F)cc32)CCN1,2100.0
CHEMBL3699021,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)NCc2cccc(CNC(=O)N3CC[C@H]4CC[C@@H](C(=O)N[C@@H]5CCCc6ccccc65)N4C(=O)[C@@H](NC(=O)[C@H](C)NC)C3)c2)CC[C@H]2CCC(C(=O)N[C@@H]3CCCc4ccccc43)N2C1=O,100.0
CHEMBL3700091,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(C(F)(F)CC4CC4)cc32)[C@@H](CN2CCOCC2)CN1,9.5
CHEMBL3696495,C[C@@H]1CN(CC(=O)N2CCc3cc(F)c(-c4ccccc4)cc32)CCN1,2000.0
CHEMBL3696513,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cc(F)c(S(=O)(=O)c4ccccc4)cc32)CCN1,390.0
CHEMBL3696507,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ccc(Cl)cc32)[C@@H](CO)CN1,820.0
CHEMBL3600729,C[C@@H]1CN(CC(=O)N2CCc3ccc(Br)cc32)CCN1,40000.0
CHEMBL3699996,CC1(C)CN(C(=O)CN2CCN[C@@H](CF)C2)c2cc(Cc3ccccc3)ncc21,1900.0
CHEMBL3696503,C[C@@H]1CN(CC(=O)N2CCc3cnc(Cc4ccccc4)cc32)CCN1,960.0
CHEMBL3696494,C[C@@H]1CN(CC(=O)N2CC3(CCN(C(=O)OCc4ccccc4)CC3)c3ccc(Cl)cc32)CCN1,11000.0
CHEMBL3700028,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(-c3cc4ccccc4o3)cc21,14.0
CHEMBL3699022,CN[C@@H](C)C(=O)N[C@H]1CN(S(=O)(=O)CC/C=C/CCS(=O)(=O)N2CC[C@H]3CC[C@@H](C(=O)NC(c4ccccc4)c4ccccc4)N3C(=O)[C@@H](NC(=O)[C@H](C)NC)C2)CC[C@H]2CCC(C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,300.0
CHEMBL3700016,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2ncc(Cc3ccccc3)cc21,14.0
CHEMBL3700026,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(-c3ccc(C)s3)cc21,45.0
CHEMBL3699039,CN[C@@H](C)C(=O)N[C@H]1CN(S(=O)(=O)c2cccc(S(=O)(=O)N3CC[C@H]4CC[C@@H](C(=O)NC(c5ccccc5)c5ccccc5)N4C(=O)[C@@H](NC(=O)[C@H](C)NC)C3)c2)CC[C@H]2CCC(C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,300.0
CHEMBL3700030,C[C@@H]1CN(CC(=O)N2C[C@@](C)(c3ccccc3)c3ccc(C#N)cc32)[C@@H](C(=O)N2CCOCC2)CN1,110.0
CHEMBL3699065,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)NCCCCCCNC(=O)N2CC[C@H]3CC[C@@H](C(=O)N[C@H]4C[C@@H](c5ccccc5)C4)N3C(=O)[C@@H](NC(=O)[C@H](C)NC)C2)CC[C@H]2CCC(C(=O)N[C@H]3C[C@@H](c4ccccc4)C3)N2C1=O,1000.0
CHEMBL3700000,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC2(Cc3ccccc3C2)c2ccc(Cl)cc21,170.0
CHEMBL3699970,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(Cc3cccc(OC)c3)cc21,16.0
CHEMBL3699972,CC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(Cc3ccccc3)cc21,19.0
CHEMBL3699019,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)NCCCCCCCCNC(=O)N2CC[C@H]3CC[C@@H](C(=O)N[C@@H]4CCCc5ccccc54)N3C(=O)[C@@H](NC(=O)[C@H](C)NC)C2)CC[C@H]2CCC(C(=O)N[C@@H]3CCCc4ccccc43)N2C1=O,100.0
CHEMBL3700032,C[C@@H]1CN(CC(=O)N2C[C@@](C)(c3ccccc3)c3ccc(C#N)cc32)[C@@H](Cn2cccn2)CN1,170.0
CHEMBL3657132,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)CCCCC(=O)N2CC[C@H]3CC[C@@H](c4nc5c(-c6ccccc6)cccc5[nH]4)N3C(=O)[C@@H](NC(=O)[C@H](C)NC)C2)CC[C@H]2CC[C@@H](c3nc4c(-c5ccccc5)cccc4[nH]3)N2C1=O,10.0
CHEMBL3696499,C[C@@H]1CN(CC(=O)N2CCc3ccc(OC(F)(F)F)cc32)CCN1,42000.0
CHEMBL3699980,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Cc4ccccc4)cc32)[C@@H](C(=O)N(C)C)CN1,12.0
CHEMBL3699955,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC2(CN(C(C)=O)C2)c2ccc(Cl)cc21,540.0
CHEMBL3700014,CCC1(CC)CN(C(=O)CN2C[C@@H](C)NC[C@@H]2C(=O)N2CCOCC2)c2cc(Cl)ccc21,79.0
CHEMBL3699028,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)NCCCCCCNC(=O)N2CC[C@H]3CC[C@@H](C(=O)NC(c4ccccc4)c4ccccc4)N3C(=O)[C@@H](NC(=O)[C@H](C)NC)C2)CC[C@H]2CCC(C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,300.0
CHEMBL3699990,C[C@@H]1CN(CC(=O)N2CC3(Cc4ccccc4C3)c3ccc(C#N)cc32)[C@@H](C(=O)N2CCOCC2)CN1,150.0
CHEMBL3700106,CCC(F)(F)c1cnc2c(c1)N(C(=O)CN1C[C@@H](C)NC[C@@H]1CN1CCOC[C@H]1COC)CC2(C)C,24.0
CHEMBL3700034,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(c2ccccn2)c2ccc(C#N)cc21,1300.0
CHEMBL3699024,CN[C@@H](C)C(=O)N[C@H]1CN(S(=O)(=O)CCCCCCS(=O)(=O)N2CC[C@H]3CC[C@@H](C(=O)NC(c4ccccc4)c4ccccc4)N3C(=O)[C@@H](NC(=O)[C@H](C)NC)C2)CC[C@H]2CCC(C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,100.0
CHEMBL3700108,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(Cc4ccc(F)cc4)cc32)CCN1,41.0
CHEMBL3700025,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(C(F)(F)c3ccccc3)cc21,17.0
CHEMBL3700090,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(C(C)(F)F)cc32)[C@@H](CN2CCN(C)C(=O)C2)CN1,24.0
CHEMBL3700066,C[C@@H]1CN([C@@H](C)C(=O)N2CC(C)(C)c3ccc(C#N)cc32)CCN1,31000.0
CHEMBL3699044,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)Nc2ccc(NC(=O)N3CC[C@H]4CC[C@@H](C(=O)N[C@H]5C[C@@H]5c5ccc(F)cc5)N4C(=O)[C@@H](NC(=O)[C@H](C)NC)C3)cc2)CC[C@H]2CC[C@@H](C(=O)N[C@H]3C[C@@H]3c3ccc(F)cc3)N2C1=O,1000.0
CHEMBL3699973,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(C3CCCC3)cc21,270.0
CHEMBL3696514,CC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cc(F)c(S(=O)(=O)c3ccccc3)cc21,64.0
CHEMBL3699037,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)NC2CCC(NC(=O)N3CC[C@H]4CC[C@@H](C(=O)NC(c5ccccc5)c5ccccc5)N4C(=O)[C@@H](NC(=O)[C@H](C)NC)C3)CC2)CC[C@H]2CCC(C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,300.0
CHEMBL3700104,CC[C@@H]1COCCN1C[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2ncc(C(C)(F)F)cc21,17.0
CHEMBL3639385,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)CCCCCCCCC(=O)N2CC[C@H]3CC[C@@H](c4nc5c(-c6ccccc6)cccc5[nH]4)N3C(=O)[C@@H](NC(=O)[C@H](C)NC)C2)CC[C@H]2CC[C@@H](c3nc4c(-c5ccccc5)cccc4[nH]3)N2C1=O,50.0
CHEMBL3699953,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2ccc(S(=O)(=O)NC(C)C)cc21,1400.0
CHEMBL3699030,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)Nc2ccc(Oc3ccc(NC(=O)N4CC[C@H]5CC[C@@H](C(=O)NC(c6ccccc6)c6ccccc6)N5C(=O)[C@@H](NC(=O)[C@H](C)NC)C4)cc3)cc2)CC[C@H]2CCC(C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,300.0
CHEMBL3700021,C[C@@H]1CN(CC(=O)N2CC3(Cc4ccccc4C3)c3ccc(Cl)cc32)[C@@H](Cn2cccn2)CN1,150.0
CHEMBL3700057,CCC(F)(F)c1cnc2c(c1)N(C(=O)CN1C[C@@H](C)NC[C@@H]1CN1CCOC[C@H]1C)CC2(C)C,11.0
CHEMBL3699032,CN[C@@H](C)C(=O)N[C@H]1CN(C(=S)Nc2ccc(NC(=S)N3CC[C@H]4CC[C@@H](C(=O)NC(c5ccccc5)c5ccccc5)N4C(=O)[C@@H](NC(=O)[C@H](C)NC)C3)cc2)CC[C@H]2CCC(C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,300.0
CHEMBL3699971,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2cnc(C3=CCCC3)cc21,79.0
CHEMBL3700060,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3cnc(Oc4ccccc4Cl)cc32)[C@@H](CN2CCOC2=O)CN1,14.0
CHEMBL3696518,CC(C)S(=O)(=O)c1cc2c(cc1F)C(C)(C)CN2C(=O)CN1CCN[C@H](C)C1,2500.0
CHEMBL3699043,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)Nc2ccc(NC(=O)N3CC[C@H]4CC[C@@H](C(=O)N[C@H]5C[C@@H]5c5ccccc5F)N4C(=O)[C@@H](NC(=O)[C@H](C)NC)C3)cc2)CC[C@H]2CC[C@@H](C(=O)N[C@H]3C[C@@H]3c3ccccc3F)N2C1=O,1000.0
CHEMBL3699058,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)NCCCCCCNC(=O)N2CC[C@H]3CC[C@@H](C(=O)N[C@@H]4CCC[C@H]4c4ccccc4)N3C(=O)[C@@H](NC(=O)[C@H](C)NC)C2)CC[C@H]2CCC(C(=O)N[C@@H]3CCC[C@H]3c3ccccc3)N2C1=O,3000.0
CHEMBL3699063,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)NCCCCCCNC(=O)N2CC[C@H]3CC[C@@H](C(=O)N[C@H]4CC[C@@H]4c4ccccc4)N3C(=O)[C@@H](NC(=O)[C@H](C)NC)C2)CC[C@H]2CCC(C(=O)N[C@H]3CC[C@@H]3c3ccccc3)N2C1=O,1000.0
CHEMBL3700107,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2ccc(Cc3ccccc3)nc21,680.0
CHEMBL3696493,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ccccc32)CCN1,27000.0
CHEMBL3699046,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)Nc2ccc(NC(=O)N3CC[C@H]4CC[C@@H](C(=O)N[C@H]5C[C@@H]5c5ccccc5)N4C(=O)[C@@H](NC(=O)[C@H](C)NC)C3)cc2)CC[C@H]2CC[C@@H](C(=O)N[C@H]3C[C@@H]3c3ccccc3)N2C1=O,1000.0
CHEMBL3699948,CNS(=O)(=O)c1ccc2c(c1)N(C(=O)CN1C[C@@H](C)NC[C@@H]1COC)CC2(C)C,1600.0
CHEMBL3700004,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2ccc(CN3CCCC3=O)cc21,730.0
CHEMBL3700058,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc(C(=O)c4ccccc4)cc32)[C@@H](CN2CCCC2=O)CN1,32.0
CHEMBL3699949,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(C)c2ccc(S(=O)(=O)CC(C)C)cc21,140.0
CHEMBL3696510,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ccc(S(=O)(=O)c4ccccc4)cc32)CCN1,450.0
CHEMBL3696500,C[C@@H]1CN(CC(=O)N2CCc3ccc(Cc4ccccc4)cc32)CCN1,1400.0
CHEMBL3699049,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)Nc2ccc(NC(=O)N3CC[C@H]4CC[C@@H](C(=O)N[C@@H]5CCC[C@@H]5c5ccccc5)N4C(=O)[C@@H](NC(=O)[C@H](C)NC)C3)cc2)CC[C@H]2CC[C@@H](C(=O)N[C@@H]3CCC[C@@H]3c3ccccc3)N2C1=O,1000.0
CHEMBL3699988,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC(C)(Cc2ccccc2)c2ccc(Cl)cc21,550.0
CHEMBL3699047,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)Nc2ccc(NC(=O)N3CC[C@H]4CC[C@@H](C(=O)N[C@@H]5CCC[C@H]5c5ccccc5)N4C(=O)[C@@H](NC(=O)[C@H](C)NC)C3)cc2)CC[C@H]2CC[C@@H](C(=O)N[C@@H]3CCC[C@H]3c3ccccc3)N2C1=O,3000.0
CHEMBL3699959,COC[C@H]1CN[C@H](C)CN1CC(=O)N1CC2(CN(C(C)=O)C2)c2ccc(Cc3ccccc3)cc21,16.0
CHEMBL3699040,CN[C@@H](C)C(=O)N[C@H]1CN(C(=O)NCCCCNC(=O)N2CC[C@H]3CC[C@@H](C(=O)NC(c4ccccc4)c4ccccc4)N3C(=O)[C@@H](NC(=O)[C@H](C)NC)C2)CC[C@H]2CCC(C(=O)NC(c3ccccc3)c3ccccc3)N2C1=O,300.0
CHEMBL3893895,CCC1(CC)Oc2nc(NC(=O)[C@H](C)N)ccc2N(c2ccc(Cl)cc2)C1=O,505.0
CHEMBL3922505,CN[C@@H](C)C(=O)Nc1ccc2c(n1)N[C@@H](C)C(=O)N2,55000.0
CHEMBL3920196,CN[C@@H](C)C(=O)Nc1ccc2c(c1)n(C)c(=O)n2C,55000.0
CHEMBL3890929,CN[C@@H](C)C(=O)Nc1ccc2c(n1)NCC(=O)N2,55000.0
CHEMBL3894597,CN[C@@H](C)C(=O)Nc1ccc2c(n1)CN(C)C(=O)N2C,5500.0
CHEMBL3892789,CN[C@@H](C)C(=O)Nc1ccc2c(n1)CNC(=O)N2,55000.0
CHEMBL3892200,CN[C@@H](C)C(=O)Nc1ccc2c(n1)CN(Cc1ccccc1)C(=O)N2c1ccccc1,100.0
CHEMBL3897994,CN[C@@H](C)C(=O)Nc1ccc2c(n1)OC(Cc1ccccc1)C(=O)N2,505.0
CHEMBL3969247,CN[C@@H](C)C(=O)Nc1ccc2c(n1)CNC(=O)N2c1ccccc1,505.0
CHEMBL3970450,CN[C@@H](C)C(=O)Nc1ccc2c(n1)CN(c1ccc(Cl)cc1)C(=O)N2c1ccc(Cl)cc1,505.0
CHEMBL3954799,CN[C@@H](C)C(=O)Nc1ccc2c(n1)CNC(=O)N2c1ccc(Cl)cc1,505.0
CHEMBL3983433,CN[C@@H](C)C(=O)Nc1ccc2c(n1)CN(c1ccccc1)C(=O)N2c1ccccc1,505.0
CHEMBL3946108,CN[C@@H](C)C(=O)Nc1ccc2c(n1)CN(c1cccc(Cl)c1)C(=O)N2c1cccc(Cl)c1,505.0
CHEMBL3940762,CN[C@@H](C)C(=O)Nc1ccc2c(n1)CN(C)C(=O)N2c1ccc(Cl)cc1,505.0
CHEMBL3902848,CN[C@@H](C)C(=O)Nc1ccc2c(n1)OCC(=O)N2c1ccc(Cl)cc1,505.0
CHEMBL3970314,CN[C@@H](C)C(=O)Nc1ccc2c(n1)CN(c1cc(Cl)ccc1F)C(=O)N2c1ccccc1,505.0
CHEMBL3903476,CN[C@@H](C)C(=O)Nc1ccc2c(n1)OC(C)(C)C(=O)N2c1ccc(Cl)cc1,505.0
CHEMBL3931762,CCCN1Cc2nc(NC(=O)[C@H](C)NC)ccc2N(c2ccccc2)C1=O,505.0
CHEMBL3955844,CN[C@@H](C)C(=O)Nc1ccc2c(n1)CN(C1CCCCC1)C(=O)N2c1ccc(Cl)cc1,505.0
CHEMBL3907712,CN[C@@H](C)C(=O)Nc1ccc2c(n1)CN(C1CCCC1)C(=O)N2c1ccc(Cl)cc1,505.0
CHEMBL3932160,CN[C@@H](C)C(=O)Nc1ccc2c(n1)CN(C(C)C)C(=O)N2c1ccc(Cl)cc1,505.0
CHEMBL3904793,CN[C@@H](C)C(=O)Nc1ccc2c(n1)CN(CCc1ccccc1)C(=O)N2c1ccc(Cl)cc1,505.0
CHEMBL3895249,CN[C@@H](C)C(=O)Nc1ccc2c(n1)CN(C(C)C)C(=O)N2c1cccc(Cl)c1,505.0
CHEMBL3923214,CN[C@@H](C)C(=O)Nc1ccc2c(n1)CN(C(C)C)C(=O)N2,5500.0
CHEMBL4111272,CCC1(CC)Oc2nc(NC(=O)[C@@H](C)NC)ccc2N(c2ccc(Cl)cc2)C1=O,505.0
CHEMBL3975382,CN[C@@H](C)C(=O)Nc1ccc2c(n1)OC1(CCCC1)C(=O)N2c1ccc(Cl)cc1,505.0
CHEMBL3969310,CN[C@@H](C)C(=O)Nc1ccc2c(n1)CN(C(C)CC(C)C)C(=O)N2c1ccc(Cl)cc1,505.0
CHEMBL3964665,CN[C@@H](C)C(=O)Nc1ccc2c(n1)OC1(Cc3ccccc3C1)C(=O)N2c1ccc(Cl)cc1,505.0
CHEMBL3917778,CN[C@@H](C)C(=O)Nc1ccc2c(n1)CN(C1CCC(C)(C)CC1)C(=O)N2c1cccc(Cl)c1,505.0
CHEMBL3925194,CN[C@@H](C)C(=O)Nc1ccc2c(n1)OC(C)(C)C(=O)N2c1cccc(Cl)c1,505.0
CHEMBL3896796,CN[C@@H](C)C(=O)Nc1ccc2c(n1)O[C@@](C)(c1ccccc1)C(=O)N2c1ccc(Cl)cc1,505.0
CHEMBL3900529,CN[C@@H](C)C(=O)Nc1ccc2c(n1)CN(Cc1cscn1)C(=O)N2c1ccc(Cl)cc1,505.0
CHEMBL3979152,CN[C@@H](C)C(=O)Nc1ccc2c(n1)CN(C(C)C(C)C)C(=O)N2c1cccc(Cl)c1,505.0
CHEMBL3906876,CN[C@@H](C)C(=O)Nc1ccc2c(n1)OC1(CCCCC1)C(=O)N2c1ccc(Cl)cc1,505.0
CHEMBL3951508,CN[C@@H](C)C(=O)Nc1ccc2c(n1)OC(C)(Cc1ccccc1)C(=O)N2c1cccc(Cl)c1,505.0
CHEMBL3917879,CN[C@@H](C)C(=O)Nc1ccc2c(n1)OC(C)(CC(C)C)C(=O)N2c1cccc(Cl)c1,505.0
CHEMBL3912475,CN[C@@H](C)C(=O)Nc1ccc2c(n1)OC(C)(C1CCCC1)C(=O)N2c1cccc(Cl)c1,505.0
CHEMBL3908827,CN[C@@H](C)C(=O)Nc1ccc2c(n1)CN(C(C)C1CCC1)C(=O)N2c1cccc(Cl)c1,505.0
CHEMBL3978734,CN[C@@H](C)C(=O)Nc1ccc2c(n1)CN(CC1CCCC1)C(=O)N2c1cccc(Cl)c1,505.0
CHEMBL3970943,CN[C@@H](C)C(=O)Nc1ccc2c(n1)CN(C1CCN(C(C)=O)CC1)C(=O)N2c1cccc(Cl)c1,505.0
CHEMBL3978606,CN[C@@H](C)C(=O)Nc1ccc2c(n1)CN(c1cc(Cl)cc(Cl)c1)C(=O)N2c1cc(Cl)cc(Cl)c1,505.0
CHEMBL4109627,CN[C@H](C)C(=O)Nc1ccc2c(n1)OC(C)(CCC(C)N)C(=O)N2c1ccccc1,505.0
CHEMBL3896283,CN[C@@H](C)C(=O)Nc1ccc2c(n1)CN(C(C)CC(C)(C)C)C(=O)N2c1cccc(Cl)c1,505.0
CHEMBL3917272,CN[C@@H](C)C(=O)Nc1ccc2[nH]c(=O)n(Cc3ccccc3)c2n1,55000.0
CHEMBL3935993,CNC(C)C(=O)Nc1cc(-c2ncnc3c(C)nn(C)c23)cc(NC(=O)c2ccc(Cl)cn2)n1,1.0
CHEMBL3898998,CNC(C)C(=O)Nc1cc(-c2ncnc3c(C)nn(C)c23)cc(NC(=O)c2cc3c(cn2)COC3)n1,2.0
CHEMBL3927049,CNC(C)C(=O)Nc1cc(-c2c(C)noc2C)cc(NC(=O)c2ccc(Cl)cn2)n1,3.0
CHEMBL3926020,CNC(C)C(=O)Nc1cc(-c2ccncc2C#N)cc(NC(=O)c2ccc(Cl)cn2)n1,28.0
CHEMBL3929299,CNC(C)C(=O)Nc1cc(-c2c(C)ncnc2C)cc(NC(=O)c2ccc(Cl)cn2)n1,5.0
CHEMBL3955142,CNC(C)C(=O)Nc1cc(-c2c(C)nc3ccccn23)cc(NC(=O)c2ccc(Cl)cn2)n1,10.0
CHEMBL3951871,CNC(C)C(=O)Nc1cc(-c2cccc3cnn(C)c23)cc(NC(=O)c2ccc(Cl)cn2)n1,3.0
CHEMBL3975889,CNC(C)C(=O)Nc1cc(-c2nccc3cccc(C)c23)cc(NC(=O)c2ccc(Cl)cn2)n1,1.0
CHEMBL3971543,CNC(C)C(=O)Nc1cc(-c2c(C)nc3cccc(C)n23)cc(NC(=O)c2ccc(Cl)cn2)n1,7.0
